sale_date,branch_id,product_id,quantity_sold,price,promo,weekday,month,revenue,cost_price,total_cost,profit,lag_1,lag_7,is_weekend
2023-12-26,store_1,item_4,51,89.65,0,1,12,4572.15,62.76,3200.76,1371.39,95,32,0
2023-12-27,store_1,item_4,53,89.65,0,2,12,4751.45,62.76,3326.28,1425.17,51,51,0
2023-12-29,store_1,item_4,61,71.72,1,4,12,4374.92,50.21,3062.81,1312.11,53,54,0
2023-12-30,store_1,item_4,34,89.65,0,5,12,3048.1,62.76,2133.84,914.26,61,42,1
2023-12-31,store_1,item_4,39,89.65,0,6,12,3496.35,62.76,2447.64,1048.71,34,42,1
2023-01-02,store_2,item_4,35,89.65,0,0,1,3137.75,62.76,2196.6,941.15,0,0,0
2023-01-07,store_2,item_4,34,89.65,0,5,1,3048.1,62.76,2133.84,914.26,35,0,1
2023-01-12,store_2,item_4,45,89.65,0,3,1,4034.25,62.76,2824.2,1210.05,34,0,0
2023-01-17,store_2,item_4,51,89.65,0,1,1,4572.15,62.76,3200.76,1371.39,45,0,0
2023-01-22,store_2,item_4,33,89.65,0,6,1,2958.45,62.76,2071.08,887.37,51,0,1
2023-01-27,store_2,item_4,39,89.65,0,4,1,3496.35,62.76,2447.64,1048.71,33,0,0
2023-02-01,store_2,item_4,53,89.65,0,2,2,4751.45,62.76,3326.28,1425.17,39,0,0
2023-02-06,store_2,item_4,49,89.65,0,0,2,4392.85,62.76,3075.24,1317.61,53,35,0
2023-02-11,store_2,item_4,40,89.65,0,5,2,3586.0,62.76,2510.4,1075.6,49,34,1
2023-02-16,store_2,item_4,52,89.65,0,3,2,4661.8,62.76,3263.52,1398.28,40,45,0
2023-02-21,store_2,item_4,59,89.65,0,1,2,5289.35,62.76,3702.84,1586.51,52,51,0
2023-02-26,store_2,item_4,63,71.72,1,6,2,4518.36,50.21,3163.23,1355.13,59,33,1
2023-03-03,store_2,item_4,43,89.65,0,4,3,3854.95,62.76,2698.68,1156.27,63,39,0
2023-03-08,store_2,item_4,66,89.65,0,2,3,5916.9,62.76,4142.16,1774.74,43,53,0
2023-03-13,store_2,item_4,47,89.65,0,0,3,4213.55,62.76,2949.72,1263.83,66,49,0
2023-03-18,store_2,item_4,39,89.65,0,5,3,3496.35,62.76,2447.64,1048.71,47,40,1
2023-03-23,store_2,item_4,54,89.65,0,3,3,4841.1,62.76,3389.04,1452.06,39,52,0
2023-03-28,store_2,item_4,91,71.72,1,1,3,6526.52,50.21,4569.11,1957.41,54,59,0
2023-04-02,store_2,item_4,116,89.65,0,6,4,10399.4,62.76,7280.16,3119.24,91,63,1
2023-04-07,store_2,item_4,42,89.65,0,4,4,3765.3,62.76,2635.92,1129.38,116,43,0
2023-04-12,store_2,item_4,56,89.65,0,2,4,5020.4,62.76,3514.56,1505.84,42,66,0
2023-04-17,store_2,item_4,53,89.65,0,0,4,4751.45,62.76,3326.28,1425.17,56,47,0
2023-04-22,store_2,item_4,64,71.72,1,5,4,4590.08,50.21,3213.44,1376.64,53,39,1
2023-04-27,store_2,item_4,52,89.65,0,3,4,4661.8,62.76,3263.52,1398.28,64,54,0
2023-05-02,store_2,item_4,58,89.65,0,1,5,5199.7,62.76,3640.08,1559.62,52,91,0
2023-05-07,store_2,item_4,41,89.65,0,6,5,3675.65,62.76,2573.16,1102.49,58,116,1
2023-05-12,store_2,item_4,72,71.72,1,4,5,5163.84,50.21,3615.12,1548.72,41,42,0
2023-05-17,store_2,item_4,54,89.65,0,2,5,4841.1,62.76,3389.04,1452.06,72,56,0
2023-05-22,store_2,item_4,49,89.65,0,0,5,4392.85,62.76,3075.24,1317.61,54,53,0
2023-05-27,store_2,item_4,38,89.65,0,5,5,3406.7,62.76,2384.88,1021.82,49,64,1
2023-06-01,store_2,item_4,50,89.65,0,3,6,4482.5,62.76,3138.0,1344.5,38,52,0
2023-06-06,store_2,item_4,84,71.72,1,1,6,6024.48,50.21,4217.64,1806.84,50,58,0
2023-06-11,store_2,item_4,41,89.65,0,6,6,3675.65,62.76,2573.16,1102.49,84,41,1
2023-06-16,store_2,item_4,45,89.65,0,4,6,4034.25,62.76,2824.2,1210.05,41,72,0
2023-06-21,store_2,item_4,47,89.65,0,2,6,4213.55,62.76,2949.72,1263.83,45,54,0
2023-06-26,store_2,item_4,40,89.65,0,0,6,3586.0,62.76,2510.4,1075.6,47,49,0
2023-07-01,store_2,item_4,29,89.65,0,5,7,2599.85,62.76,1820.04,779.81,40,38,1
2023-07-06,store_2,item_4,44,89.65,0,3,7,3944.6,62.76,2761.44,1183.16,29,50,0
2023-07-11,store_2,item_4,44,89.65,0,1,7,3944.6,62.76,2761.44,1183.16,44,84,0
2023-07-16,store_2,item_4,34,89.65,0,6,7,3048.1,62.76,2133.84,914.26,44,41,1
2023-07-21,store_2,item_4,32,89.65,0,4,7,2868.8,62.76,2008.32,860.48,34,45,0
2023-07-26,store_2,item_4,41,89.65,0,2,7,3675.65,62.76,2573.16,1102.49,32,47,0
2023-07-31,store_2,item_4,29,89.65,0,0,7,2599.85,62.76,1820.04,779.81,41,40,0
2023-08-05,store_2,item_4,28,89.65,0,5,8,2510.2,62.76,1757.28,752.92,29,29,1
2023-08-10,store_2,item_4,31,89.65,0,3,8,2779.15,62.76,1945.56,833.59,28,44,0
2023-08-15,store_2,item_4,40,89.65,0,1,8,3586.0,62.76,2510.4,1075.6,31,44,0
2023-08-20,store_2,item_4,30,89.65,0,6,8,2689.5,62.76,1882.8,806.7,40,34,1
2023-08-25,store_2,item_4,26,89.65,0,4,8,2330.9,62.76,1631.76,699.14,30,32,0
2023-08-30,store_2,item_4,37,89.65,0,2,8,3317.05,62.76,2322.12,994.93,26,41,0
2023-09-04,store_2,item_4,51,71.72,1,0,9,3657.72,50.21,2560.71,1097.01,37,29,0
2023-09-09,store_2,item_4,20,89.65,0,5,9,1793.0,62.76,1255.2,537.8,51,28,1
2023-09-14,store_2,item_4,36,89.65,0,3,9,3227.4,62.76,2259.36,968.04,20,31,0
2023-09-19,store_2,item_4,40,89.65,0,1,9,3586.0,62.76,2510.4,1075.6,36,40,0
2023-09-24,store_2,item_4,23,89.65,0,6,9,2061.95,62.76,1443.48,618.47,40,30,1
2023-09-29,store_2,item_4,30,89.65,0,4,9,2689.5,62.76,1882.8,806.7,23,26,0
2023-10-04,store_2,item_4,35,89.65,0,2,10,3137.75,62.76,2196.6,941.15,30,37,0
2023-10-09,store_2,item_4,28,89.65,0,0,10,2510.2,62.76,1757.28,752.92,35,51,0
2023-10-14,store_2,item_4,25,89.65,0,5,10,2241.25,62.76,1569.0,672.25,28,20,1
2023-10-19,store_2,item_4,29,89.65,0,3,10,2599.85,62.76,1820.04,779.81,25,36,0
2023-10-24,store_2,item_4,32,89.65,0,1,10,2868.8,62.76,2008.32,860.48,29,40,0
2023-10-29,store_2,item_4,29,89.65,0,6,10,2599.85,62.76,1820.04,779.81,32,23,1
2023-11-03,store_2,item_4,29,89.65,0,4,11,2599.85,62.76,1820.04,779.81,29,30,0
2023-11-08,store_2,item_4,35,89.65,0,2,11,3137.75,62.76,2196.6,941.15,29,35,0
2023-11-13,store_2,item_4,34,89.65,0,0,11,3048.1,62.76,2133.84,914.26,35,28,0
2023-11-18,store_2,item_4,26,89.65,0,5,11,2330.9,62.76,1631.76,699.14,34,25,1
2023-11-23,store_2,item_4,36,89.65,0,3,11,3227.4,62.76,2259.36,968.04,26,29,0
2023-11-28,store_2,item_4,44,89.65,0,1,11,3944.6,62.76,2761.44,1183.16,36,32,0
2023-12-03,store_2,item_4,33,89.65,0,6,12,2958.45,62.76,2071.08,887.37,44,29,1
2023-12-08,store_2,item_4,105,89.65,0,4,12,9413.25,62.76,6589.8,2823.45,33,29,0
2023-12-13,store_2,item_4,47,89.65,0,2,12,4213.55,62.76,2949.72,1263.83,105,35,0
2023-12-18,store_2,item_4,40,89.65,0,0,12,3586.0,62.76,2510.4,1075.6,47,34,0
2023-12-23,store_2,item_4,36,89.65,0,5,12,3227.4,62.76,2259.36,968.04,40,26,1
2023-12-28,store_2,item_4,47,89.65,0,3,12,4213.55,62.76,2949.72,1263.83,36,36,0
2023-01-01,store_1,item_5,32,69.38,0,6,1,2220.16,48.57,1554.24,665.92,0,0,1
2023-01-02,store_1,item_5,34,69.38,0,0,1,2358.92,48.57,1651.38,707.54,32,0,0
2023-01-03,store_1,item_5,39,69.38,0,1,1,2705.82,48.57,1894.23,811.59,34,0,0
2023-01-04,store_1,item_5,35,69.38,0,2,1,2428.3,48.57,1699.95,728.35,39,0,0
2023-01-06,store_1,item_5,31,69.38,0,4,1,2150.78,48.57,1505.67,645.11,35,0,0
2023-01-07,store_1,item_5,30,69.38,0,5,1,2081.4,48.57,1457.1,624.3,31,0,1
2023-01-08,store_1,item_5,27,69.38,0,6,1,1873.26,48.57,1311.39,561.87,30,0,1
2023-01-09,store_1,item_5,13,69.38,0,0,1,901.94,48.57,631.41,270.53,27,32,0
2023-01-11,store_1,item_5,39,69.38,0,2,1,2705.82,48.57,1894.23,811.59,13,34,0
2023-01-12,store_1,item_5,38,69.38,0,3,1,2636.44,48.57,1845.66,790.78,39,39,0
2023-01-13,store_1,item_5,40,69.38,0,4,1,2775.2,48.57,1942.8,832.4,38,35,0
2023-01-14,store_1,item_5,25,69.38,0,5,1,1734.5,48.57,1214.25,520.25,40,31,1
2023-01-16,store_1,item_5,35,69.38,0,0,1,2428.3,48.57,1699.95,728.35,25,30,0
2023-01-17,store_1,item_5,44,69.38,0,1,1,3052.72,48.57,2137.08,915.64,35,27,0
2023-01-18,store_1,item_5,47,69.38,0,2,1,3260.86,48.57,2282.79,978.07,44,13,0
2023-01-19,store_1,item_5,38,69.38,0,3,1,2636.44,48.57,1845.66,790.78,47,39,0
2023-01-21,store_1,item_5,36,69.38,0,5,1,2497.68,48.57,1748.52,749.16,38,38,1
2023-01-22,store_1,item_5,47,55.5,1,6,1,2608.5,38.86,1826.42,782.08,36,40,1
2023-01-23,store_1,item_5,39,69.38,0,0,1,2705.82,48.57,1894.23,811.59,47,25,0
2023-01-24,store_1,item_5,41,69.38,0,1,1,2844.58,48.57,1991.37,853.21,39,35,0
2023-01-26,store_1,item_5,40,69.38,0,3,1,2775.2,48.57,1942.8,832.4,41,44,0
2023-01-27,store_1,item_5,54,55.5,1,4,1,2997.0,38.86,2098.44,898.56,40,47,0
2023-01-28,store_1,item_5,34,69.38,0,5,1,2358.92,48.57,1651.38,707.54,54,38,1
2023-01-29,store_1,item_5,32,69.38,0,6,1,2220.16,48.57,1554.24,665.92,34,36,1
2023-01-31,store_1,item_5,71,55.5,1,1,1,3940.5,38.86,2759.06,1181.44,32,47,0
2023-02-01,store_1,item_5,48,69.38,0,2,2,3330.24,48.57,2331.36,998.88,71,39,0
2023-02-02,store_1,item_5,40,69.38,0,3,2,2775.2,48.57,1942.8,832.4,48,41,0
2023-02-03,store_1,item_5,33,69.38,0,4,2,2289.54,48.57,1602.81,686.73,40,40,0
2023-02-05,store_1,item_5,36,69.38,0,6,2,2497.68,48.57,1748.52,749.16,33,54,1
2023-02-06,store_1,item_5,35,69.38,0,0,2,2428.3,48.57,1699.95,728.35,36,34,0
2023-02-07,store_1,item_5,47,69.38,0,1,2,3260.86,48.57,2282.79,978.07,35,32,0
2023-02-08,store_1,item_5,44,69.38,0,2,2,3052.72,48.57,2137.08,915.64,47,71,0
2023-02-10,store_1,item_5,36,69.38,0,4,2,2497.68,48.57,1748.52,749.16,44,48,0
2023-02-11,store_1,item_5,36,69.38,0,5,2,2497.68,48.57,1748.52,749.16,36,40,1
2023-02-12,store_1,item_5,37,69.38,0,6,2,2567.06,48.57,1797.09,769.97,36,33,1
2023-02-13,store_1,item_5,44,69.38,0,0,2,3052.72,48.57,2137.08,915.64,37,36,0
2023-02-15,store_1,item_5,48,69.38,0,2,2,3330.24,48.57,2331.36,998.88,44,35,0
2023-02-16,store_1,item_5,40,69.38,0,3,2,2775.2,48.57,1942.8,832.4,48,47,0
2023-02-17,store_1,item_5,34,69.38,0,4,2,2358.92,48.57,1651.38,707.54,40,44,0
2023-02-18,store_1,item_5,26,69.38,0,5,2,1803.88,48.57,1262.82,541.06,34,36,1
2023-02-20,store_1,item_5,41,69.38,0,0,2,2844.58,48.57,1991.37,853.21,26,36,0
2023-02-21,store_1,item_5,46,69.38,0,1,2,3191.48,48.57,2234.22,957.26,41,37,0
2023-02-22,store_1,item_5,48,69.38,0,2,2,3330.24,48.57,2331.36,998.88,46,44,0
2023-02-23,store_1,item_5,46,69.38,0,3,2,3191.48,48.57,2234.22,957.26,48,48,0
2023-02-25,store_1,item_5,30,69.38,0,5,2,2081.4,48.57,1457.1,624.3,46,40,1
2023-02-26,store_1,item_5,35,69.38,0,6,2,2428.3,48.57,1699.95,728.35,30,34,1
2023-02-27,store_1,item_5,60,55.5,1,0,2,3330.0,38.86,2331.6,998.4,35,26,0
2023-02-28,store_1,item_5,47,69.38,0,1,2,3260.86,48.57,2282.79,978.07,60,41,0
2023-03-02,store_1,item_5,45,69.38,0,3,3,3122.1,48.57,2185.65,936.45,47,46,0
2023-03-03,store_1,item_5,44,69.38,0,4,3,3052.72,48.57,2137.08,915.64,45,48,0
2023-03-04,store_1,item_5,38,69.38,0,5,3,2636.44,48.57,1845.66,790.78,44,46,1
2023-03-05,store_1,item_5,34,69.38,0,6,3,2358.92,48.57,1651.38,707.54,38,30,1
2023-03-07,store_1,item_5,49,69.38,0,1,3,3399.62,48.57,2379.93,1019.69,34,35,0
2023-03-08,store_1,item_5,54,69.38,0,2,3,3746.52,48.57,2622.78,1123.74,49,60,0
2023-03-09,store_1,item_5,45,69.38,0,3,3,3122.1,48.57,2185.65,936.45,54,47,0
2023-03-10,store_1,item_5,41,69.38,0,4,3,2844.58,48.57,1991.37,853.21,45,45,0
2023-03-12,store_1,item_5,34,69.38,0,6,3,2358.92,48.57,1651.38,707.54,41,44,1
2023-03-13,store_1,item_5,41,69.38,0,0,3,2844.58,48.57,1991.37,853.21,34,38,0
2023-03-14,store_1,item_5,104,69.38,0,1,3,7215.52,48.57,5051.28,2164.24,41,34,0
2023-03-15,store_1,item_5,52,69.38,0,2,3,3607.76,48.57,2525.64,1082.12,104,49,0
2023-03-17,store_1,item_5,38,69.38,0,4,3,2636.44,48.57,1845.66,790.78,52,54,0
2023-03-18,store_1,item_5,34,69.38,0,5,3,2358.92,48.57,1651.38,707.54,38,45,1
2023-03-19,store_1,item_5,32,69.38,0,6,3,2220.16,48.57,1554.24,665.92,34,41,1
2023-03-20,store_1,item_5,45,69.38,0,0,3,3122.1,48.57,2185.65,936.45,32,34,0
2023-03-22,store_1,item_5,43,69.38,0,2,3,2983.34,48.57,2088.51,894.83,45,41,0
2023-03-23,store_1,item_5,47,69.38,0,3,3,3260.86,48.57,2282.79,978.07,43,104,0
2023-03-24,store_1,item_5,37,69.38,0,4,3,2567.06,48.57,1797.09,769.97,47,52,0
2023-03-25,store_1,item_5,91,69.38,0,5,3,6313.58,48.57,4419.87,1893.71,37,38,1
2023-03-27,store_1,item_5,40,69.38,0,0,3,2775.2,48.57,1942.8,832.4,91,34,0
2023-03-28,store_1,item_5,52,69.38,0,1,3,3607.76,48.57,2525.64,1082.12,40,32,0
2023-03-29,store_1,item_5,50,69.38,0,2,3,3469.0,48.57,2428.5,1040.5,52,45,0
2023-03-30,store_1,item_5,45,69.38,0,3,3,3122.1,48.57,2185.65,936.45,50,43,0
2023-04-01,store_1,item_5,32,69.38,0,5,4,2220.16,48.57,1554.24,665.92,45,47,1
2023-04-02,store_1,item_5,32,69.38,0,6,4,2220.16,48.57,1554.24,665.92,32,37,1
2023-04-03,store_1,item_5,48,69.38,0,0,4,3330.24,48.57,2331.36,998.88,32,91,0
2023-04-04,store_1,item_5,52,69.38,0,1,4,3607.76,48.57,2525.64,1082.12,48,40,0
2023-04-06,store_1,item_5,47,69.38,0,3,4,3260.86,48.57,2282.79,978.07,52,52,0
2023-04-07,store_1,item_5,41,69.38,0,4,4,2844.58,48.57,1991.37,853.21,47,50,0
2023-04-08,store_1,item_5,38,69.38,0,5,4,2636.44,48.57,1845.66,790.78,41,45,1
2023-04-09,store_1,item_5,34,69.38,0,6,4,2358.92,48.57,1651.38,707.54,38,32,1
2023-04-11,store_1,item_5,48,69.38,0,1,4,3330.24,48.57,2331.36,998.88,34,32,0
2023-04-12,store_1,item_5,51,69.38,0,2,4,3538.38,48.57,2477.07,1061.31,48,48,0
2023-04-13,store_1,item_5,47,69.38,0,3,4,3260.86,48.57,2282.79,978.07,51,52,0
2023-04-14,store_1,item_5,39,69.38,0,4,4,2705.82,48.57,1894.23,811.59,47,47,0
2023-04-16,store_1,item_5,38,69.38,0,6,4,2636.44,48.57,1845.66,790.78,39,41,1
2023-04-17,store_1,item_5,38,69.38,0,0,4,2636.44,48.57,1845.66,790.78,38,38,0
2023-04-18,store_1,item_5,46,69.38,0,1,4,3191.48,48.57,2234.22,957.26,38,34,0
2023-04-19,store_1,item_5,50,69.38,0,2,4,3469.0,48.57,2428.5,1040.5,46,48,0
2023-04-21,store_1,item_5,37,69.38,0,4,4,2567.06,48.57,1797.09,769.97,50,51,0
2023-04-22,store_1,item_5,34,69.38,0,5,4,2358.92,48.57,1651.38,707.54,37,47,1
2023-04-23,store_1,item_5,34,69.38,0,6,4,2358.92,48.57,1651.38,707.54,34,39,1
2023-04-24,store_1,item_5,41,69.38,0,0,4,2844.58,48.57,1991.37,853.21,34,38,0
2023-04-26,store_1,item_5,55,69.38,0,2,4,3815.9,48.57,2671.35,1144.55,41,38,0
2023-04-27,store_1,item_5,48,69.38,0,3,4,3330.24,48.57,2331.36,998.88,55,46,0
2023-04-28,store_1,item_5,36,69.38,0,4,4,2497.68,48.57,1748.52,749.16,48,50,0
2023-04-29,store_1,item_5,59,55.5,1,5,4,3274.5,38.86,2292.74,981.76,36,37,1
2023-05-01,store_1,item_5,40,69.38,0,0,5,2775.2,48.57,1942.8,832.4,59,34,0
2023-05-02,store_1,item_5,53,69.38,0,1,5,3677.14,48.57,2574.21,1102.93,40,34,0
2023-05-03,store_1,item_5,49,69.38,0,2,5,3399.62,48.57,2379.93,1019.69,53,41,0
2023-05-04,store_1,item_5,51,69.38,0,3,5,3538.38,48.57,2477.07,1061.31,49,55,0
2023-05-06,store_1,item_5,38,69.38,0,5,5,2636.44,48.57,1845.66,790.78,51,48,1
2023-05-07,store_1,item_5,36,69.38,0,6,5,2497.68,48.57,1748.52,749.16,38,36,1
2023-05-08,store_1,item_5,45,69.38,0,0,5,3122.1,48.57,2185.65,936.45,36,59,0
2023-05-09,store_1,item_5,54,69.38,0,1,5,3746.52,48.57,2622.78,1123.74,45,40,0
2023-05-11,store_1,item_5,49,69.38,0,3,5,3399.62,48.57,2379.93,1019.69,54,53,0
2023-05-12,store_1,item_5,33,69.38,0,4,5,2289.54,48.57,1602.81,686.73,49,49,0
2023-05-13,store_1,item_5,30,69.38,0,5,5,2081.4,48.57,1457.1,624.3,33,51,1
2023-05-14,store_1,item_5,32,69.38,0,6,5,2220.16,48.57,1554.24,665.92,30,38,1
2023-05-16,store_1,item_5,71,55.5,1,1,5,3940.5,38.86,2759.06,1181.44,32,36,0
2023-05-17,store_1,item_5,48,69.38,0,2,5,3330.24,48.57,2331.36,998.88,71,45,0
2023-05-18,store_1,item_5,44,69.38,0,3,5,3052.72,48.57,2137.08,915.64,48,54,0
2023-05-19,store_1,item_5,39,69.38,0,4,5,2705.82,48.57,1894.23,811.59,44,49,0
2023-05-21,store_1,item_5,37,69.38,0,6,5,2567.06,48.57,1797.09,769.97,39,33,1
2023-05-22,store_1,item_5,45,69.38,0,0,5,3122.1,48.57,2185.65,936.45,37,30,0
2023-05-23,store_1,item_5,69,55.5,1,1,5,3829.5,38.86,2681.34,1148.16,45,32,0
2023-05-24,store_1,item_5,46,69.38,0,2,5,3191.48,48.57,2234.22,957.26,69,71,0
2023-05-26,store_1,item_5,51,55.5,1,4,5,2830.5,38.86,1981.86,848.64,46,48,0
2023-05-27,store_1,item_5,30,69.38,0,5,5,2081.4,48.57,1457.1,624.3,51,44,1
2023-05-28,store_1,item_5,36,69.38,0,6,5,2497.68,48.57,1748.52,749.16,30,39,1
2023-05-29,store_1,item_5,39,69.38,0,0,5,2705.82,48.57,1894.23,811.59,36,37,0
2023-05-31,store_1,item_5,42,69.38,0,2,5,2913.96,48.57,2039.94,874.02,39,45,0
2023-06-01,store_1,item_5,42,69.38,0,3,6,2913.96,48.57,2039.94,874.02,42,69,0
2023-06-02,store_1,item_5,56,55.5,1,4,6,3108.0,38.86,2176.16,931.84,42,46,0
2023-06-03,store_1,item_5,34,69.38,0,5,6,2358.92,48.57,1651.38,707.54,56,51,1
2023-06-05,store_1,item_5,44,69.38,0,0,6,3052.72,48.57,2137.08,915.64,34,30,0
2023-06-06,store_1,item_5,85,69.38,0,1,6,5897.3,48.57,4128.45,1768.85,44,36,0
2023-06-07,store_1,item_5,45,69.38,0,2,6,3122.1,48.57,2185.65,936.45,85,39,0
2023-06-08,store_1,item_5,33,69.38,0,3,6,2289.54,48.57,1602.81,686.73,45,42,0
2023-06-10,store_1,item_5,33,69.38,0,5,6,2289.54,48.57,1602.81,686.73,33,42,1
2023-06-11,store_1,item_5,36,69.38,0,6,6,2497.68,48.57,1748.52,749.16,33,56,1
2023-06-12,store_1,item_5,9,69.38,0,0,6,624.42,48.57,437.13,187.29,36,34,0
2023-06-13,store_1,item_5,44,69.38,0,1,6,3052.72,48.57,2137.08,915.64,9,44,0
2023-06-15,store_1,item_5,40,69.38,0,3,6,2775.2,48.57,1942.8,832.4,44,85,0
2023-06-16,store_1,item_5,26,69.38,0,4,6,1803.88,48.57,1262.82,541.06,40,45,0
2023-06-17,store_1,item_5,30,69.38,0,5,6,2081.4,48.57,1457.1,624.3,26,33,1
2023-06-18,store_1,item_5,33,69.38,0,6,6,2289.54,48.57,1602.81,686.73,30,33,1
2023-06-20,store_1,item_5,40,69.38,0,1,6,2775.2,48.57,1942.8,832.4,33,36,0
2023-06-21,store_1,item_5,39,69.38,0,2,6,2705.82,48.57,1894.23,811.59,40,9,0
2023-06-22,store_1,item_5,50,55.5,1,3,6,2775.0,38.86,1943.0,832.0,39,44,0
2023-06-23,store_1,item_5,35,69.38,0,4,6,2428.3,48.57,1699.95,728.35,50,40,0
2023-06-25,store_1,item_5,34,69.38,0,6,6,2358.92,48.57,1651.38,707.54,35,26,1
2023-06-26,store_1,item_5,37,69.38,0,0,6,2567.06,48.57,1797.09,769.97,34,30,0
2023-06-27,store_1,item_5,39,69.38,0,1,6,2705.82,48.57,1894.23,811.59,37,33,0
2023-06-28,store_1,item_5,41,69.38,0,2,6,2844.58,48.57,1991.37,853.21,39,40,0
2023-06-30,store_1,item_5,34,69.38,0,4,6,2358.92,48.57,1651.38,707.54,41,39,0
2023-07-01,store_1,item_5,28,69.38,0,5,7,1942.64,48.57,1359.96,582.68,34,50,1
2023-07-02,store_1,item_5,32,69.38,0,6,7,2220.16,48.57,1554.24,665.92,28,35,1
2023-07-03,store_1,item_5,33,69.38,0,0,7,2289.54,48.57,1602.81,686.73,32,34,0
2023-07-05,store_1,item_5,39,69.38,0,2,7,2705.82,48.57,1894.23,811.59,33,37,0
2023-07-06,store_1,item_5,36,69.38,0,3,7,2497.68,48.57,1748.52,749.16,39,39,0
2023-07-07,store_1,item_5,26,69.38,0,4,7,1803.88,48.57,1262.82,541.06,36,41,0
2023-07-08,store_1,item_5,22,69.38,0,5,7,1526.36,48.57,1068.54,457.82,26,34,1
2023-07-10,store_1,item_5,47,55.5,1,0,7,2608.5,38.86,1826.42,782.08,22,28,0
2023-07-11,store_1,item_5,37,69.38,0,1,7,2567.06,48.57,1797.09,769.97,47,32,0
2023-07-12,store_1,item_5,37,69.38,0,2,7,2567.06,48.57,1797.09,769.97,37,33,0
2023-07-13,store_1,item_5,39,69.38,0,3,7,2705.82,48.57,1894.23,811.59,37,39,0
2023-07-15,store_1,item_5,22,69.38,0,5,7,1526.36,48.57,1068.54,457.82,39,36,1
2023-07-16,store_1,item_5,25,69.38,0,6,7,1734.5,48.57,1214.25,520.25,22,26,1
2023-07-17,store_1,item_5,34,69.38,0,0,7,2358.92,48.57,1651.38,707.54,25,22,0
2023-07-18,store_1,item_5,38,69.38,0,1,7,2636.44,48.57,1845.66,790.78,34,47,0
2023-07-20,store_1,item_5,30,69.38,0,3,7,2081.4,48.57,1457.1,624.3,38,37,0
2023-07-21,store_1,item_5,26,69.38,0,4,7,1803.88,48.57,1262.82,541.06,30,37,0
2023-07-22,store_1,item_5,23,69.38,0,5,7,1595.74,48.57,1117.11,478.63,26,39,1
2023-07-23,store_1,item_5,39,55.5,1,6,7,2164.5,38.86,1515.54,648.96,23,22,1
2023-07-25,store_1,item_5,32,69.38,0,1,7,2220.16,48.57,1554.24,665.92,39,25,0
2023-07-26,store_1,item_5,32,69.38,0,2,7,2220.16,48.57,1554.24,665.92,32,34,0
2023-07-27,store_1,item_5,32,69.38,0,3,7,2220.16,48.57,1554.24,665.92,32,38,0
2023-07-28,store_1,item_5,43,55.5,1,4,7,2386.5,38.86,1670.98,715.52,32,30,0
2023-07-30,store_1,item_5,29,69.38,0,6,7,2012.02,48.57,1408.53,603.49,43,26,1
2023-07-31,store_1,item_5,28,69.38,0,0,7,1942.64,48.57,1359.96,582.68,29,23,0
2023-08-01,store_1,item_5,31,69.38,0,1,8,2150.78,48.57,1505.67,645.11,28,39,0
2023-08-02,store_1,item_5,29,69.38,0,2,8,2012.02,48.57,1408.53,603.49,31,32,0
2023-08-04,store_1,item_5,25,69.38,0,4,8,1734.5,48.57,1214.25,520.25,29,32,0
2023-08-05,store_1,item_5,23,69.38,0,5,8,1595.74,48.57,1117.11,478.63,25,32,1
2023-08-06,store_1,item_5,21,69.38,0,6,8,1456.98,48.57,1019.97,437.01,23,43,1
2023-08-07,store_1,item_5,27,69.38,0,0,8,1873.26,48.57,1311.39,561.87,21,29,0
2023-08-09,store_1,item_5,33,69.38,0,2,8,2289.54,48.57,1602.81,686.73,27,28,0
2023-08-10,store_1,item_5,43,55.5,1,3,8,2386.5,38.86,1670.98,715.52,33,31,0
2023-08-11,store_1,item_5,20,69.38,0,4,8,1387.6,48.57,971.4,416.2,43,29,0
2023-08-12,store_1,item_5,30,69.38,0,5,8,2081.4,48.57,1457.1,624.3,20,25,1
2023-08-14,store_1,item_5,28,69.38,0,0,8,1942.64,48.57,1359.96,582.68,30,23,0
2023-08-15,store_1,item_5,26,69.38,0,1,8,1803.88,48.57,1262.82,541.06,28,21,0
2023-08-16,store_1,item_5,26,69.38,0,2,8,1803.88,48.57,1262.82,541.06,26,27,0
2023-08-17,store_1,item_5,44,55.5,1,3,8,2442.0,38.86,1709.84,732.16,26,33,0
2023-08-19,store_1,item_5,36,55.5,1,5,8,1998.0,38.86,1398.96,599.04,44,43,1
2023-08-20,store_1,item_5,23,69.38,0,6,8,1595.74,48.57,1117.11,478.63,36,20,1
2023-08-21,store_1,item_5,26,69.38,0,0,8,1803.88,48.57,1262.82,541.06,23,30,0
2023-08-22,store_1,item_5,27,69.38,0,1,8,1873.26,48.57,1311.39,561.87,26,28,0
2023-08-24,store_1,item_5,31,69.38,0,3,8,2150.78,48.57,1505.67,645.11,27,26,0
2023-08-25,store_1,item_5,20,69.38,0,4,8,1387.6,48.57,971.4,416.2,31,26,0
2023-08-26,store_1,item_5,31,55.5,1,5,8,1720.5,38.86,1204.66,515.84,20,44,1
2023-08-27,store_1,item_5,22,69.38,0,6,8,1526.36,48.57,1068.54,457.82,31,36,1
2023-08-29,store_1,item_5,32,69.38,0,1,8,2220.16,48.57,1554.24,665.92,22,23,0
2023-08-30,store_1,item_5,33,69.38,0,2,8,2289.54,48.57,1602.81,686.73,32,26,0
